DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD,
60,118,Ruchi Chana Dal,2024-07-23,2024-12-12,290,850 gms,240.00,104.00,38,294,301,NA,NA,
1,119,Supreme Pasta,2024-07-23,2025-10-10,450,200 gms,38.50,104.00,340,NA,NA,NA,NA,
2,119,Supreme Pasta,2024-07-23,2025-10-10,449,200 gms,38.50,104.00,340,450,NA,NA,NA,
3,119,Supreme Pasta,2024-07-23,2025-10-10,449,200 gms,38.50,104.00,340,449,450,NA,NA,
4,119,Supreme Pasta,2024-07-23,2025-10-10,441,200 gms,38.50,104.00,340,449,449,NA,NA,
5,119,Supreme Pasta,2024-07-23,2025-10-10,438,200 gms,38.50,104.00,340,441,449,NA,NA,
6,119,Supreme Pasta,2024-07-23,2025-10-10,437,200 gms,38.50,104.00,340,438,441,NA,NA,
7,119,Supreme Pasta,2024-07-23,2025-10-10,436,200 gms,38.50,104.00,340,437,438,422,58.46366393,
8,119,Supreme Pasta,2024-07-23,2025-10-10,435,200 gms,38.50,104.00,340,436,437,442.8571429,6.256425269,
9,119,Supreme Pasta,2024-07-23,2025-10-10,431,200 gms,38.50,104.00,340,435,436,440.7142857,5.964178784,
10,119,Supreme Pasta,2024-07-23,2025-10-10,429,200 gms,38.50,104.00,340,431,435,438.1428571,5.669467095,
11,119,Supreme Pasta,2024-07-23,2025-10-10,427,200 gms,38.50,104.00,340,429,431,435.2857143,4.111540089,
12,119,Supreme Pasta,2024-07-23,2025-10-10,427,200 gms,38.50,104.00,340,427,429,433.2857143,4.270608298,
13,119,Supreme Pasta,2024-07-23,2025-10-10,424,200 gms,38.50,104.00,340,427,427,431.7142857,4.270608298,
14,119,Supreme Pasta,2024-07-23,2025-10-10,421,200 gms,38.50,104.00,340,424,427,429.8571429,4.413183712,
15,119,Supreme Pasta,2024-07-23,2025-10-10,420,200 gms,38.50,104.00,340,421,424,427.7142857,4.572172559,
16,119,Supreme Pasta,2024-07-23,2025-10-10,420,200 gms,38.50,104.00,340,420,421,425.5714286,4.076646614,
17,119,Supreme Pasta,2024-07-23,2025-10-10,417,200 gms,38.50,104.00,340,420,420,424,3.741657387,
18,119,Supreme Pasta,2024-07-23,2025-10-10,415,200 gms,38.50,104.00,340,417,420,422.2857143,3.817254062,
19,119,Supreme Pasta,2024-07-23,2025-10-10,414,200 gms,38.50,104.00,340,415,417,420.5714286,4.035556255,
20,119,Supreme Pasta,2024-07-23,2025-10-10,412,200 gms,38.50,104.00,340,414,415,418.7142857,3.545621042,
21,119,Supreme Pasta,2024-07-23,2025-10-10,410,200 gms,38.50,104.00,340,412,414,417,3.464101615,
22,119,Supreme Pasta,2024-07-23,2025-10-10,408,200 gms,38.50,104.00,340,410,412,415.4285714,3.823486317,
23,119,Supreme Pasta,2024-07-23,2025-10-10,402,200 gms,38.50,104.00,340,408,410,413.7142857,4.111540089,
24,119,Supreme Pasta,2024-07-23,2025-10-10,400,200 gms,38.50,104.00,340,402,408,411.1428571,5.047394424,
25,119,Supreme Pasta,2024-07-23,2025-10-10,400,200 gms,38.50,104.00,340,400,402,408.7142857,5.794085654,
26,119,Supreme Pasta,2024-07-23,2025-10-10,399,200 gms,38.50,104.00,340,400,400,406.5714286,5.855400438,
27,119,Supreme Pasta,2024-07-23,2025-10-10,396,200 gms,38.50,104.00,340,399,400,404.4285714,5.411627693,
28,119,Supreme Pasta,2024-07-23,2025-10-10,395,200 gms,38.50,104.00,340,396,399,402.1428571,5.047394424,
29,119,Supreme Pasta,2024-07-23,2025-10-10,394,200 gms,38.50,104.00,340,395,396,400,4.281744193,
30,119,Supreme Pasta,2024-07-23,2025-10-10,393,200 gms,38.50,104.00,340,394,395,398,3,
31,119,Supreme Pasta,2024-07-23,2025-10-10,392,200 gms,38.50,104.00,340,393,394,396.7142857,2.927700219,
32,119,Supreme Pasta,2024-07-23,2025-10-10,390,200 gms,38.50,104.00,340,392,393,395.5714286,2.992052966,
33,119,Supreme Pasta,2024-07-23,2025-10-10,387,200 gms,38.50,104.00,340,390,392,394.1428571,2.911389784,
34,119,Supreme Pasta,2024-07-23,2025-10-10,385,200 gms,38.50,104.00,340,387,390,392.4285714,3.10145895,
35,119,Supreme Pasta,2024-07-23,2025-10-10,384,200 gms,38.50,104.00,340,385,387,390.8571429,3.716116765,
36,119,Supreme Pasta,2024-07-23,2025-10-10,382,200 gms,38.50,104.00,340,384,385,389.2857143,3.98807747,
37,119,Supreme Pasta,2024-07-23,2025-10-10,381,200 gms,38.50,104.00,340,382,384,387.5714286,4.197504928,
38,119,Supreme Pasta,2024-07-23,2025-10-10,380,200 gms,38.50,104.00,340,381,382,385.8571429,4.059087395,
39,119,Supreme Pasta,2024-07-23,2025-10-10,377,200 gms,38.50,104.00,340,380,381,384.1428571,3.532165126,
40,119,Supreme Pasta,2024-07-23,2025-10-10,374,200 gms,38.50,104.00,340,377,380,382.2857143,3.352326839,
41,119,Supreme Pasta,2024-07-23,2025-10-10,372,200 gms,38.50,104.00,340,374,377,380.4285714,3.866830867,
42,119,Supreme Pasta,2024-07-23,2025-10-10,370,200 gms,38.50,104.00,340,372,374,378.5714286,4.391550328,
43,119,Supreme Pasta,2024-07-23,2025-10-10,368,200 gms,38.50,104.00,340,370,372,376.5714286,4.685336802,
44,119,Supreme Pasta,2024-07-23,2025-10-10,366,200 gms,38.50,104.00,340,368,370,374.5714286,4.961758521,
45,119,Supreme Pasta,2024-07-23,2025-10-10,366,200 gms,38.50,104.00,340,366,368,372.4285714,4.961758521,
46,119,Supreme Pasta,2024-07-23,2025-10-10,366,200 gms,38.50,104.00,340,366,366,370.4285714,4.157609203,
47,119,Supreme Pasta,2024-07-23,2025-10-10,364,200 gms,38.50,104.00,340,366,366,368.8571429,3.236694375,
48,119,Supreme Pasta,2024-07-23,2025-10-10,362,200 gms,38.50,104.00,340,364,366,367.4285714,2.760262237,
49,119,Supreme Pasta,2024-07-23,2025-10-10,361,200 gms,38.50,104.00,340,362,364,366,2.581988897,
50,119,Supreme Pasta,2024-07-23,2025-10-10,360,200 gms,38.50,104.00,340,361,362,364.7142857,2.497617913,
51,119,Supreme Pasta,2024-07-23,2025-10-10,360,200 gms,38.50,104.00,340,360,361,363.5714286,2.572750983,
52,119,Supreme Pasta,2024-07-23,2025-10-10,358,200 gms,38.50,104.00,340,360,360,362.7142857,2.627691364,
53,119,Supreme Pasta,2024-07-23,2025-10-10,357,200 gms,38.50,104.00,340,358,360,361.5714286,2.699206233,
54,119,Supreme Pasta,2024-07-23,2025-10-10,355,200 gms,38.50,104.00,340,357,358,360.2857143,2.360387377,
55,119,Supreme Pasta,2024-07-23,2025-10-10,354,200 gms,38.50,104.00,340,355,357,359,2.449489743,
56,119,Supreme Pasta,2024-07-23,2025-10-10,353,200 gms,38.50,104.00,340,354,355,357.8571429,2.672612419,
57,119,Supreme Pasta,2024-07-23,2025-10-10,352,200 gms,38.50,104.00,340,353,354,356.7142857,2.811540842,
58,119,Supreme Pasta,2024-07-23,2025-10-10,352,200 gms,38.50,104.00,340,352,353,355.5714286,2.878491669,
59,119,Supreme Pasta,2024-07-23,2025-10-10,351,200 gms,38.50,104.00,340,352,352,354.4285714,2.370453041,
60,119,Supreme Pasta,2024-07-23,2025-10-10,350,200 gms,38.50,104.00,340,351,352,NA,NA,
1,120,Zim Zam Biscuits,2024-07-23,2024-11-25,600,5 Packets,45.50,104.00,21,NA,NA,NA,NA,
2,120,Zim Zam Biscuits,2024-07-23,2024-11-25,582,5 Packets,45.50,104.00,21,600,NA,NA,NA,
3,120,Zim Zam Biscuits,2024-07-23,2024-11-25,564,5 Packets,45.50,104.00,21,582,600,NA,NA,
4,120,Zim Zam Biscuits,2024-07-23,2024-11-25,551,5 Packets,45.50,104.00,21,564,582,NA,NA,
5,120,Zim Zam Biscuits,2024-07-23,2024-11-25,534,5 Packets,45.50,104.00,21,551,564,NA,NA,
6,120,Zim Zam Biscuits,2024-07-23,2024-11-25,521,5 Packets,45.50,104.00,21,534,551,NA,NA,
7,120,Zim Zam Biscuits,2024-07-23,2024-11-25,511,5 Packets,45.50,104.00,21,521,534,528.8571429,83.35552086,
8,120,Zim Zam Biscuits,2024-07-23,2024-11-25,502,5 Packets,45.50,104.00,21,511,521,551.8571429,32.44188944,
9,120,Zim Zam Biscuits,2024-07-23,2024-11-25,494,5 Packets,45.50,104.00,21,502,511,537.8571429,29.18577605,
10,120,Zim Zam Biscuits,2024-07-23,2024-11-25,490,5 Packets,45.50,104.00,21,494,502,525.2857143,25.75340939,
11,120,Zim Zam Biscuits,2024-07-23,2024-11-25,488,5 Packets,45.50,104.00,21,490,494,514.7142857,22.14884712,
12,120,Zim Zam Biscuits,2024-07-23,2024-11-25,481,5 Packets,45.50,104.00,21,488,490,505.7142857,17.19219092,
13,120,Zim Zam Biscuits,2024-07-23,2024-11-25,476,5 Packets,45.50,104.00,21,481,488,498.1428571,14.040757,
14,120,Zim Zam Biscuits,2024-07-23,2024-11-25,470,5 Packets,45.50,104.00,21,476,481,491.7142857,11.98212955,
15,120,Zim Zam Biscuits,2024-07-23,2024-11-25,460,5 Packets,45.50,104.00,21,470,476,485.8571429,10.96096972,
16,120,Zim Zam Biscuits,2024-07-23,2024-11-25,452,5 Packets,45.50,104.00,21,460,470,479.8571429,12.088956,
17,120,Zim Zam Biscuits,2024-07-23,2024-11-25,444,5 Packets,45.50,104.00,21,452,460,473.8571429,14.14718548,
18,120,Zim Zam Biscuits,2024-07-23,2024-11-25,437,5 Packets,45.50,104.00,21,444,452,467.2857143,15.96573712,
19,120,Zim Zam Biscuits,2024-07-23,2024-11-25,431,5 Packets,45.50,104.00,21,437,444,460,16.563011,
20,120,Zim Zam Biscuits,2024-07-23,2024-11-25,421,5 Packets,45.50,104.00,21,431,437,452.8571429,16.77725217,
21,120,Zim Zam Biscuits,2024-07-23,2024-11-25,415,5 Packets,45.50,104.00,21,421,431,445,17.0098011,
22,120,Zim Zam Biscuits,2024-07-23,2024-11-25,408,5 Packets,45.50,104.00,21,415,421,437.1428571,16.22167862,
23,120,Zim Zam Biscuits,2024-07-23,2024-11-25,401,5 Packets,45.50,104.00,21,408,415,429.7142857,15.91345642,
24,120,Zim Zam Biscuits,2024-07-23,2024-11-25,394,5 Packets,45.50,104.00,21,401,408,422.4285714,15.68286903,
25,120,Zim Zam Biscuits,2024-07-23,2024-11-25,388,5 Packets,45.50,104.00,21,394,401,415.2857143,15.60677509,
26,120,Zim Zam Biscuits,2024-07-23,2024-11-25,381,5 Packets,45.50,104.00,21,388,394,408.2857143,15.22841955,
27,120,Zim Zam Biscuits,2024-07-23,2024-11-25,375,5 Packets,45.50,104.00,21,381,388,401.1428571,14.50779757,
28,120,Zim Zam Biscuits,2024-07-23,2024-11-25,369,5 Packets,45.50,104.00,21,375,381,394.5714286,14.43210706,
29,120,Zim Zam Biscuits,2024-07-23,2024-11-25,361,5 Packets,45.50,104.00,21,369,375,388,14.04753834,
30,120,Zim Zam Biscuits,2024-07-23,2024-11-25,352,5 Packets,45.50,104.00,21,361,369,381.2857143,14.12697521,
31,120,Zim Zam Biscuits,2024-07-23,2024-11-25,344,5 Packets,45.50,104.00,21,352,361,374.2857143,14.85164734,
32,120,Zim Zam Biscuits,2024-07-23,2024-11-25,337,5 Packets,45.50,104.00,21,344,352,367.1428571,15.78425979,
33,120,Zim Zam Biscuits,2024-07-23,2024-11-25,331,5 Packets,45.50,104.00,21,337,344,359.8571429,16.31388541,
34,120,Zim Zam Biscuits,2024-07-23,2024-11-25,324,5 Packets,45.50,104.00,21,331,337,352.7142857,16.45918473,
35,120,Zim Zam Biscuits,2024-07-23,2024-11-25,318,5 Packets,45.50,104.00,21,324,331,345.4285714,16.23634958,
36,120,Zim Zam Biscuits,2024-07-23,2024-11-25,310,5 Packets,45.50,104.00,21,318,324,338.1428571,15.3126154,
37,120,Zim Zam Biscuits,2024-07-23,2024-11-25,302,5 Packets,45.50,104.00,21,310,318,330.8571429,14.74707396,
38,120,Zim Zam Biscuits,2024-07-23,2024-11-25,294,5 Packets,45.50,104.00,21,302,310,323.7142857,14.90765224,
39,120,Zim Zam Biscuits,2024-07-23,2024-11-25,280,5 Packets,45.50,104.00,21,294,302,316.5714286,15.53337421,
40,120,Zim Zam Biscuits,2024-07-23,2024-11-25,271,5 Packets,45.50,104.00,21,280,294,308.4285714,17.81251566,
41,120,Zim Zam Biscuits,2024-07-23,2024-11-25,265,5 Packets,45.50,104.00,21,271,280,299.8571429,19.49725255,
42,120,Zim Zam Biscuits,2024-07-23,2024-11-25,251,5 Packets,45.50,104.00,21,265,271,291.4285714,20.06536936,
43,120,Zim Zam Biscuits,2024-07-23,2024-11-25,243,5 Packets,45.50,104.00,21,251,265,281.8571429,21.22442439,
44,120,Zim Zam Biscuits,2024-07-23,2024-11-25,237,5 Packets,45.50,104.00,21,243,251,272.2857143,21.52296669,
45,120,Zim Zam Biscuits,2024-07-23,2024-11-25,224,5 Packets,45.50,104.00,21,237,243,263,20.5669638,
46,120,Zim Zam Biscuits,2024-07-23,2024-11-25,217,5 Packets,45.50,104.00,21,224,237,253,19.99166493,
47,120,Zim Zam Biscuits,2024-07-23,2024-11-25,204,5 Packets,45.50,104.00,21,217,224,244,19.99166493,
48,120,Zim Zam Biscuits,2024-07-23,2024-11-25,195,5 Packets,45.50,104.00,21,204,217,234.4285714,20.92731184,
49,120,Zim Zam Biscuits,2024-07-23,2024-11-25,188,5 Packets,45.50,104.00,21,195,204,224.4285714,20.6062866,
50,120,Zim Zam Biscuits,2024-07-23,2024-11-25,178,5 Packets,45.50,104.00,21,188,195,215.4285714,20.8235215,
51,120,Zim Zam Biscuits,2024-07-23,2024-11-25,169,5 Packets,45.50,104.00,21,178,188,206.1428571,20.97163617,
52,120,Zim Zam Biscuits,2024-07-23,2024-11-25,161,5 Packets,45.50,104.00,21,169,178,196.4285714,20.02379537,
53,120,Zim Zam Biscuits,2024-07-23,2024-11-25,152,5 Packets,45.50,104.00,21,161,169,187.4285714,19.7218757,
54,120,Zim Zam Biscuits,2024-07-23,2024-11-25,144,5 Packets,45.50,104.00,21,152,161,178.1428571,18.75658614,
55,120,Zim Zam Biscuits,2024-07-23,2024-11-25,137,5 Packets,45.50,104.00,21,144,152,169.5714286,18.68026715,
56,120,Zim Zam Biscuits,2024-07-23,2024-11-25,122,5 Packets,45.50,104.00,21,137,144,161.2857143,18.38218599,
57,120,Zim Zam Biscuits,2024-07-23,2024-11-25,111,5 Packets,45.50,104.00,21,122,137,151.8571429,19.29964224,
58,120,Zim Zam Biscuits,2024-07-23,2024-11-25,102,5 Packets,45.50,104.00,21,111,122,142.2857143,20.73414483,
59,120,Zim Zam Biscuits,2024-07-23,2024-11-25,90,5 Packets,45.50,104.00,21,102,111,132.7142857,21.7846604,
60,120,Zim Zam Biscuits,2024-07-23,2024-11-25,80,5 Packets,45.50,104.00,21,90,102,NA,NA,
1,121,Amul Butter,2024-07-23,2024-12-25,800,500 gms,227.95,104.00,51,NA,NA,NA,NA,
2,121,Amul Butter,2024-07-23,2024-12-25,784,500 gms,227.95,104.00,51,800,NA,NA,NA,
3,121,Amul Butter,2024-07-23,2024-12-25,769,500 gms,227.95,104.00,51,784,800,NA,NA,
4,121,Amul Butter,2024-07-23,2024-12-25,751,500 gms,227.95,104.00,51,769,784,NA,NA,
5,121,Amul Butter,2024-07-23,2024-12-25,738,500 gms,227.95,104.00,51,751,769,NA,NA,
6,121,Amul Butter,2024-07-23,2024-12-25,721,500 gms,227.95,104.00,51,738,751,NA,NA,
7,121,Amul Butter,2024-07-23,2024-12-25,705,500 gms,227.95,104.00,51,721,738,663.2857143,258.607627,
8,121,Amul Butter,2024-07-23,2024-12-25,691,500 gms,227.95,104.00,51,705,721,752.5714286,34.11186081,
9,121,Amul Butter,2024-07-23,2024-12-25,680,500 gms,227.95,104.00,51,691,705,737,33.72931465,
10,121,Amul Butter,2024-07-23,2024-12-25,666,500 gms,227.95,104.00,51,680,691,722.1428571,32.45729795,
11,121,Amul Butter,2024-07-23,2024-12-25,654,500 gms,227.95,104.00,51,666,680,707.4285714,30.98847712,
12,121,Amul Butter,2024-07-23,2024-12-25,644,500 gms,227.95,104.00,51,654,666,693.5714286,29.92689505,
13,121,Amul Butter,2024-07-23,2024-12-25,632,500 gms,227.95,104.00,51,644,654,680.1428571,27.6732637,
14,121,Amul Butter,2024-07-23,2024-12-25,620,500 gms,227.95,104.00,51,632,644,667.4285714,26.17796238,
15,121,Amul Butter,2024-07-23,2024-12-25,611,500 gms,227.95,104.00,51,620,632,655.2857143,25.55200113,
16,121,Amul Butter,2024-07-23,2024-12-25,603,500 gms,227.95,104.00,51,611,620,643.8571429,24.79535287,
17,121,Amul Butter,2024-07-23,2024-12-25,591,500 gms,227.95,104.00,51,603,611,632.8571429,23.11153083,
18,121,Amul Butter,2024-07-23,2024-12-25,582,500 gms,227.95,104.00,51,591,603,622.1428571,22.56419414,
19,121,Amul Butter,2024-07-23,2024-12-25,577,500 gms,227.95,104.00,51,582,591,611.8571429,22.02595871,
20,121,Amul Butter,2024-07-23,2024-12-25,561,500 gms,227.95,104.00,51,577,582,602.2857143,20.21314989,
21,121,Amul Butter,2024-07-23,2024-12-25,553,500 gms,227.95,104.00,51,561,577,592.1428571,20.62707421,
22,121,Amul Butter,2024-07-23,2024-12-25,541,500 gms,227.95,104.00,51,553,561,582.5714286,21.08599174,
23,121,Amul Butter,2024-07-23,2024-12-25,532,500 gms,227.95,104.00,51,541,553,572.5714286,21.93822496,
24,121,Amul Butter,2024-07-23,2024-12-25,525,500 gms,227.95,104.00,51,532,541,562.4285714,21.93822496,
25,121,Amul Butter,2024-07-23,2024-12-25,517,500 gms,227.95,104.00,51,525,532,553,21.79449472,
26,121,Amul Butter,2024-07-23,2024-12-25,510,500 gms,227.95,104.00,51,517,525,543.7142857,21.21881465,
27,121,Amul Butter,2024-07-23,2024-12-25,499,500 gms,227.95,104.00,51,510,517,534.1428571,18.65858669,
28,121,Amul Butter,2024-07-23,2024-12-25,485,500 gms,227.95,104.00,51,499,510,525.2857143,18.49967825,
29,121,Amul Butter,2024-07-23,2024-12-25,473,500 gms,227.95,104.00,51,485,499,515.5714286,19.35507808,
30,121,Amul Butter,2024-07-23,2024-12-25,465,500 gms,227.95,104.00,51,473,485,505.8571429,21.41983949,
31,121,Amul Butter,2024-07-23,2024-12-25,447,500 gms,227.95,104.00,51,465,473,496.2857143,22.72087356,
32,121,Amul Butter,2024-07-23,2024-12-25,432,500 gms,227.95,104.00,51,447,465,485.1428571,25.27468148,
33,121,Amul Butter,2024-07-23,2024-12-25,421,500 gms,227.95,104.00,51,432,447,473,27.71882633,
34,121,Amul Butter,2024-07-23,2024-12-25,410,500 gms,227.95,104.00,51,421,432,460.2857143,28.32380792,
35,121,Amul Butter,2024-07-23,2024-12-25,400,500 gms,227.95,104.00,51,410,421,447.5714286,28.02294978,
36,121,Amul Butter,2024-07-23,2024-12-25,385,500 gms,227.95,104.00,51,400,410,435.4285714,27.5127676,
37,121,Amul Butter,2024-07-23,2024-12-25,371,500 gms,227.95,104.00,51,385,400,422.8571429,27.58881761,
38,121,Amul Butter,2024-07-23,2024-12-25,355,500 gms,227.95,104.00,51,371,385,409.4285714,26.51324916,
39,121,Amul Butter,2024-07-23,2024-12-25,342,500 gms,227.95,104.00,51,355,371,396.2857143,27.56637013,
40,121,Amul Butter,2024-07-23,2024-12-25,331,500 gms,227.95,104.00,51,342,355,383.4285714,29.0795297,
41,121,Amul Butter,2024-07-23,2024-12-25,320,500 gms,227.95,104.00,51,331,342,370.5714286,29.59086088,
42,121,Amul Butter,2024-07-23,2024-12-25,305,500 gms,227.95,104.00,51,320,331,357.7142857,29.15312611,
43,121,Amul Butter,2024-07-23,2024-12-25,299,500 gms,227.95,104.00,51,305,320,344.1428571,28.28679652,
44,121,Amul Butter,2024-07-23,2024-12-25,294,500 gms,227.95,104.00,51,299,305,331.8571429,26.18160023,
45,121,Amul Butter,2024-07-23,2024-12-25,279,500 gms,227.95,104.00,51,294,299,320.8571429,22.97410551,
46,121,Amul Butter,2024-07-23,2024-12-25,261,500 gms,227.95,104.00,51,279,294,310,22.09072203,
47,121,Amul Butter,2024-07-23,2024-12-25,244,500 gms,227.95,104.00,51,261,279,298.4285714,23.69146923,
48,121,Amul Butter,2024-07-23,2024-12-25,232,500 gms,227.95,104.00,51,244,261,286,26.41968963,
49,121,Amul Butter,2024-07-23,2024-12-25,221,500 gms,227.95,104.00,51,232,244,273.4285714,28.40690728,
50,121,Amul Butter,2024-07-23,2024-12-25,207,500 gms,227.95,104.00,51,221,232,261.4285714,30.51151227,
51,121,Amul Butter,2024-07-23,2024-12-25,193,500 gms,227.95,104.00,51,207,221,248.2857143,31.43095229,
52,121,Amul Butter,2024-07-23,2024-12-25,182,500 gms,227.95,104.00,51,193,207,233.8571429,30.10220685,
53,121,Amul Butter,2024-07-23,2024-12-25,170,500 gms,227.95,104.00,51,182,193,220,28.11879561,
54,121,Amul Butter,2024-07-23,2024-12-25,158,500 gms,227.95,104.00,51,170,182,207,27.01851217,
55,121,Amul Butter,2024-07-23,2024-12-25,144,500 gms,227.95,104.00,51,158,170,194.7142857,26.9426198,
56,121,Amul Butter,2024-07-23,2024-12-25,130,500 gms,227.95,104.00,51,144,158,182.1428571,27.17491841,
57,121,Amul Butter,2024-07-23,2024-12-25,114,500 gms,227.95,104.00,51,130,144,169.1428571,27.25453217,
58,121,Amul Butter,2024-07-23,2024-12-25,102,500 gms,227.95,104.00,51,114,130,155.8571429,28.36916502,
59,121,Amul Butter,2024-07-23,2024-12-25,87,500 gms,227.95,104.00,51,102,114,142.8571429,29.34523568,
60,121,Amul Butter,2024-07-23,2024-12-25,74,500 gms,227.95,104.00,51,87,102,NA,NA,
1,122,Kissam Jam,2024-07-23,2025-03-25,1000,500 gms,245.80,104.00,141,NA,NA,NA,NA,
2,122,Kissam Jam,2024-07-23,2025-03-25,980,500 gms,245.80,104.00,141,1000,NA,NA,NA,
3,122,Kissam Jam,2024-07-23,2025-03-25,960,500 gms,245.80,104.00,141,980,1000,NA,NA,
4,122,Kissam Jam,2024-07-23,2025-03-25,947,500 gms,245.80,104.00,141,960,980,NA,NA,
5,122,Kissam Jam,2024-07-23,2025-03-25,933,500 gms,245.80,104.00,141,947,960,NA,NA,
6,122,Kissam Jam,2024-07-23,2025-03-25,921,500 gms,245.80,104.00,141,933,947,NA,NA,
7,122,Kissam Jam,2024-07-23,2025-03-25,913,500 gms,245.80,104.00,141,921,933,830.7142857,334.7664431,
8,122,Kissam Jam,2024-07-23,2025-03-25,901,500 gms,245.80,104.00,141,913,921,950.5714286,31.63783148,
9,122,Kissam Jam,2024-07-23,2025-03-25,888,500 gms,245.80,104.00,141,901,913,936.4285714,27.7480158,
10,122,Kissam Jam,2024-07-23,2025-03-25,874,500 gms,245.80,104.00,141,888,901,923.2857143,25.35556668,
11,122,Kissam Jam,2024-07-23,2025-03-25,866,500 gms,245.80,104.00,141,874,888,911,25.43619468,
12,122,Kissam Jam,2024-07-23,2025-03-25,850,500 gms,245.80,104.00,141,866,874,899.4285714,24.74440774,
13,122,Kissam Jam,2024-07-23,2025-03-25,835,500 gms,245.80,104.00,141,850,866,887.5714286,25.83832517,
14,122,Kissam Jam,2024-07-23,2025-03-25,821,500 gms,245.80,104.00,141,835,850,875.2857143,27.67498441,
15,122,Kissam Jam,2024-07-23,2025-03-25,811,500 gms,245.80,104.00,141,821,835,862.1428571,28.60902289,
16,122,Kissam Jam,2024-07-23,2025-03-25,804,500 gms,245.80,104.00,141,811,821,849.2857143,28.45882573,
17,122,Kissam Jam,2024-07-23,2025-03-25,795,500 gms,245.80,104.00,141,804,811,837.2857143,27.09067666,
18,122,Kissam Jam,2024-07-23,2025-03-25,781,500 gms,245.80,104.00,141,795,804,826,25.66450207,
19,122,Kissam Jam,2024-07-23,2025-03-25,768,500 gms,245.80,104.00,141,781,795,813.8571429,23.61093371,
20,122,Kissam Jam,2024-07-23,2025-03-25,752,500 gms,245.80,104.00,141,768,781,802.1428571,23.02483132,
21,122,Kissam Jam,2024-07-23,2025-03-25,738,500 gms,245.80,104.00,141,752,768,790.2857143,24.60158725,
22,122,Kissam Jam,2024-07-23,2025-03-25,721,500 gms,245.80,104.00,141,738,752,778.4285714,27.19593807,
23,122,Kissam Jam,2024-07-23,2025-03-25,714,500 gms,245.80,104.00,141,721,738,765.5714286,30.32522131,
24,122,Kissam Jam,2024-07-23,2025-03-25,702,500 gms,245.80,104.00,141,714,721,752.7142857,30.39580172,
25,122,Kissam Jam,2024-07-23,2025-03-25,690,500 gms,245.80,104.00,141,702,714,739.4285714,29.13106671,
26,122,Kissam Jam,2024-07-23,2025-03-25,676,500 gms,245.80,104.00,141,690,702,726.4285714,27.76002607,
27,122,Kissam Jam,2024-07-23,2025-03-25,650,500 gms,245.80,104.00,141,676,690,713.2857143,26.5500426,
28,122,Kissam Jam,2024-07-23,2025-03-25,632,500 gms,245.80,104.00,141,650,676,698.7142857,29.57878905,
29,122,Kissam Jam,2024-07-23,2025-03-25,621,500 gms,245.80,104.00,141,632,650,683.5714286,33.04470277,
30,122,Kissam Jam,2024-07-23,2025-03-25,609,500 gms,245.80,104.00,141,621,632,669.2857143,35.67779088,
31,122,Kissam Jam,2024-07-23,2025-03-25,598,500 gms,245.80,104.00,141,609,621,654.2857143,35.81765992,
32,122,Kissam Jam,2024-07-23,2025-03-25,579,500 gms,245.80,104.00,141,598,609,639.4285714,34.2629885,
33,122,Kissam Jam,2024-07-23,2025-03-25,562,500 gms,245.80,104.00,141,579,598,623.5714286,32.60295049,
34,122,Kissam Jam,2024-07-23,2025-03-25,551,500 gms,245.80,104.00,141,562,579,607.2857143,30.45058448,
35,122,Kissam Jam,2024-07-23,2025-03-25,540,500 gms,245.80,104.00,141,551,562,593.1428571,30.29537133,
36,122,Kissam Jam,2024-07-23,2025-03-25,532,500 gms,245.80,104.00,141,540,551,580,30.5832198,
37,122,Kissam Jam,2024-07-23,2025-03-25,523,500 gms,245.80,104.00,141,532,540,567.2857143,29.16455775,
38,122,Kissam Jam,2024-07-23,2025-03-25,511,500 gms,245.80,104.00,141,523,532,555,26.67083301,
39,122,Kissam Jam,2024-07-23,2025-03-25,502,500 gms,245.80,104.00,141,511,523,542.5714286,23.35848984,
40,122,Kissam Jam,2024-07-23,2025-03-25,489,500 gms,245.80,104.00,141,502,511,531.5714286,21.39203234,
41,122,Kissam Jam,2024-07-23,2025-03-25,474,500 gms,245.80,104.00,141,489,502,521.1428571,21.87409862,
42,122,Kissam Jam,2024-07-23,2025-03-25,462,500 gms,245.80,104.00,141,474,489,510.1428571,23.64620175,
43,122,Kissam Jam,2024-07-23,2025-03-25,450,500 gms,245.80,104.00,141,462,474,499,25.53429067,
44,122,Kissam Jam,2024-07-23,2025-03-25,441,500 gms,245.80,104.00,141,450,462,487.2857143,26.6565457,
45,122,Kissam Jam,2024-07-23,2025-03-25,431,500 gms,245.80,104.00,141,441,450,475.5714286,26.36194949,
46,122,Kissam Jam,2024-07-23,2025-03-25,422,500 gms,245.80,104.00,141,431,441,464.1428571,25.77743568,
47,122,Kissam Jam,2024-07-23,2025-03-25,410,500 gms,245.80,104.00,141,422,431,452.7142857,23.8587111,
48,122,Kissam Jam,2024-07-23,2025-03-25,398,500 gms,245.80,104.00,141,410,422,441.4285714,22.47856121,
49,122,Kissam Jam,2024-07-23,2025-03-25,381,500 gms,245.80,104.00,141,398,410,430.5714286,22.47856121,
