DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD
25,119,Supreme Pasta,2024/07/23,2025/10/10,400,200 gms,38.50,62.00,382,400,402,408.714285714286,5.79408565447807
26,119,Supreme Pasta,2024/07/23,2025/10/10,399,200 gms,38.50,62.00,382,400,400,406.571428571429,5.8554004376912
27,119,Supreme Pasta,2024/07/23,2025/10/10,396,200 gms,38.50,62.00,382,399,400,404.428571428571,5.41162769282166
28,119,Supreme Pasta,2024/07/23,2025/10/10,395,200 gms,38.50,62.00,382,396,399,402.142857142857,5.04739442447195
29,119,Supreme Pasta,2024/07/23,2025/10/10,394,200 gms,38.50,62.00,382,395,396,400,4.28174419288838
30,119,Supreme Pasta,2024/07/23,2025/10/10,393,200 gms,38.50,62.00,382,394,395,398,3
31,119,Supreme Pasta,2024/07/23,2025/10/10,392,200 gms,38.50,62.00,382,393,394,396.714285714286,2.9277002188456
32,119,Supreme Pasta,2024/07/23,2025/10/10,390,200 gms,38.50,62.00,382,392,393,395.571428571429,2.99205296617238
33,119,Supreme Pasta,2024/07/23,2025/10/10,387,200 gms,38.50,62.00,382,390,392,394.142857142857,2.911389784311
34,119,Supreme Pasta,2024/07/23,2025/10/10,385,200 gms,38.50,62.00,382,387,390,392.428571428571,3.10145895008263
35,119,Supreme Pasta,2024/07/23,2025/10/10,384,200 gms,38.50,62.00,382,385,387,390.857142857143,3.71611676478603
36,119,Supreme Pasta,2024/07/23,2025/10/10,382,200 gms,38.50,62.00,382,384,385,389.285714285714,3.98807746975431
37,119,Supreme Pasta,2024/07/23,2025/10/10,381,200 gms,38.50,62.00,382,382,384,387.571428571429,4.19750492781696
38,119,Supreme Pasta,2024/07/23,2025/10/10,380,200 gms,38.50,62.00,382,381,382,385.857142857143,4.05908739450021
39,119,Supreme Pasta,2024/07/23,2025/10/10,377,200 gms,38.50,62.00,382,380,381,384.142857142857,3.53216512583861
40,119,Supreme Pasta,2024/07/23,2025/10/10,374,200 gms,38.50,62.00,382,377,380,382.285714285714,3.3523268393901
41,119,Supreme Pasta,2024/07/23,2025/10/10,372,200 gms,38.50,62.00,382,374,377,380.428571428571,3.86683086679272
42,119,Supreme Pasta,2024/07/23,2025/10/10,370,200 gms,38.50,62.00,382,372,374,378.571428571429,4.3915503282684
43,119,Supreme Pasta,2024/07/23,2025/10/10,368,200 gms,38.50,62.00,382,370,372,376.571428571429,4.68533680244878
44,119,Supreme Pasta,2024/07/23,2025/10/10,366,200 gms,38.50,62.00,382,368,370,374.571428571429,4.96175852083187
45,119,Supreme Pasta,2024/07/23,2025/10/10,366,200 gms,38.50,62.00,382,366,368,372.428571428571,4.96175852083187
46,119,Supreme Pasta,2024/07/23,2025/10/10,366,200 gms,38.50,62.00,382,366,366,370.428571428571,4.1576092031015
47,119,Supreme Pasta,2024/07/23,2025/10/10,364,200 gms,38.50,62.00,382,366,366,368.857142857143,3.23669437485075
48,119,Supreme Pasta,2024/07/23,2025/10/10,362,200 gms,38.50,62.00,382,364,366,367.428571428571,2.76026223736942
49,119,Supreme Pasta,2024/07/23,2025/10/10,361,200 gms,38.50,62.00,382,362,364,366,2.58198889747161
50,119,Supreme Pasta,2024/07/23,2025/10/10,360,200 gms,38.50,62.00,382,361,362,364.714285714286,2.49761791275112
51,119,Supreme Pasta,2024/07/23,2025/10/10,360,200 gms,38.50,62.00,382,360,361,363.571428571429,2.5727509827124
52,119,Supreme Pasta,2024/07/23,2025/10/10,358,200 gms,38.50,62.00,382,360,360,362.714285714286,2.62769136406122
53,119,Supreme Pasta,2024/07/23,2025/10/10,357,200 gms,38.50,62.00,382,358,360,361.571428571429,2.69920623252731
54,119,Supreme Pasta,2024/07/23,2025/10/10,355,200 gms,38.50,62.00,382,357,358,360.285714285714,2.36038737740833
55,119,Supreme Pasta,2024/07/23,2025/10/10,354,200 gms,38.50,62.00,382,355,357,359,2.44948974278318
56,119,Supreme Pasta,2024/07/23,2025/10/10,353,200 gms,38.50,62.00,382,354,355,357.857142857143,2.67261241912424
57,119,Supreme Pasta,2024/07/23,2025/10/10,352,200 gms,38.50,62.00,382,353,354,356.714285714286,2.81154084173819
58,119,Supreme Pasta,2024/07/23,2025/10/10,352,200 gms,38.50,62.00,382,352,353,355.571428571429,2.8784916685157
59,119,Supreme Pasta,2024/07/23,2025/10/10,351,200 gms,38.50,62.00,382,352,352,354.428571428571,2.37045304088641
60,119,Supreme Pasta,2024/07/23,2025/10/10,350,200 gms,38.50,62.00,382,351,352,NA,NA
1,120,Zim Zam Biscuits,2024/07/23,2024/11/25,600,5 Packets,45.50,62.00,63,NA,NA,NA,NA
2,120,Zim Zam Biscuits,2024/07/23,2024/11/25,582,5 Packets,45.50,62.00,63,600,NA,NA,NA
3,120,Zim Zam Biscuits,2024/07/23,2024/11/25,564,5 Packets,45.50,62.00,63,582,600,NA,NA
4,120,Zim Zam Biscuits,2024/07/23,2024/11/25,551,5 Packets,45.50,62.00,63,564,582,NA,NA
5,120,Zim Zam Biscuits,2024/07/23,2024/11/25,534,5 Packets,45.50,62.00,63,551,564,NA,NA
6,120,Zim Zam Biscuits,2024/07/23,2024/11/25,521,5 Packets,45.50,62.00,63,534,551,NA,NA
7,120,Zim Zam Biscuits,2024/07/23,2024/11/25,511,5 Packets,45.50,62.00,63,521,534,528.857142857143,83.3555208558069
8,120,Zim Zam Biscuits,2024/07/23,2024/11/25,502,5 Packets,45.50,62.00,63,511,521,551.857142857143,32.4418894406012
9,120,Zim Zam Biscuits,2024/07/23,2024/11/25,494,5 Packets,45.50,62.00,63,502,511,537.857142857143,29.1857760528913
10,120,Zim Zam Biscuits,2024/07/23,2024/11/25,490,5 Packets,45.50,62.00,63,494,502,525.285714285714,25.753409390566
11,120,Zim Zam Biscuits,2024/07/23,2024/11/25,488,5 Packets,45.50,62.00,63,490,494,514.714285714286,22.1488471160787
12,120,Zim Zam Biscuits,2024/07/23,2024/11/25,481,5 Packets,45.50,62.00,63,488,490,505.714285714286,17.1921909183044
13,120,Zim Zam Biscuits,2024/07/23,2024/11/25,476,5 Packets,45.50,62.00,63,481,488,498.142857142857,14.0407570003493
14,120,Zim Zam Biscuits,2024/07/23,2024/11/25,470,5 Packets,45.50,62.00,63,476,481,491.714285714286,11.9821295507697
15,120,Zim Zam Biscuits,2024/07/23,2024/11/25,460,5 Packets,45.50,62.00,63,470,476,485.857142857143,10.9609697172676
16,120,Zim Zam Biscuits,2024/07/23,2024/11/25,452,5 Packets,45.50,62.00,63,460,470,479.857142857143,12.08895599888
17,120,Zim Zam Biscuits,2024/07/23,2024/11/25,444,5 Packets,45.50,62.00,63,452,460,473.857142857143,14.1471854848538
18,120,Zim Zam Biscuits,2024/07/23,2024/11/25,437,5 Packets,45.50,62.00,63,444,452,467.285714285714,15.9657371237523
19,120,Zim Zam Biscuits,2024/07/23,2024/11/25,431,5 Packets,45.50,62.00,63,437,444,460,16.5630109984065
20,120,Zim Zam Biscuits,2024/07/23,2024/11/25,421,5 Packets,45.50,62.00,63,431,437,452.857142857143,16.7772521729928
21,120,Zim Zam Biscuits,2024/07/23,2024/11/25,415,5 Packets,45.50,62.00,63,421,431,445,17.0098010962308
22,120,Zim Zam Biscuits,2024/07/23,2024/11/25,408,5 Packets,45.50,62.00,63,415,421,437.142857142857,16.2216786166801
23,120,Zim Zam Biscuits,2024/07/23,2024/11/25,401,5 Packets,45.50,62.00,63,408,415,429.714285714286,15.9134564202154
24,120,Zim Zam Biscuits,2024/07/23,2024/11/25,394,5 Packets,45.50,62.00,63,401,408,422.428571428571,15.682869028095
25,120,Zim Zam Biscuits,2024/07/23,2024/11/25,388,5 Packets,45.50,62.00,63,394,401,415.285714285714,15.6067750855655
26,120,Zim Zam Biscuits,2024/07/23,2024/11/25,381,5 Packets,45.50,62.00,63,388,394,408.285714285714,15.2284195471744
27,120,Zim Zam Biscuits,2024/07/23,2024/11/25,375,5 Packets,45.50,62.00,63,381,388,401.142857142857,14.507797574966
28,120,Zim Zam Biscuits,2024/07/23,2024/11/25,369,5 Packets,45.50,62.00,63,375,381,394.571428571429,14.4321070632709
29,120,Zim Zam Biscuits,2024/07/23,2024/11/25,361,5 Packets,45.50,62.00,63,369,375,388,14.047538337137
30,120,Zim Zam Biscuits,2024/07/23,2024/11/25,352,5 Packets,45.50,62.00,63,361,369,381.285714285714,14.1269752095567
31,120,Zim Zam Biscuits,2024/07/23,2024/11/25,344,5 Packets,45.50,62.00,63,352,361,374.285714285714,14.8516473352766
32,120,Zim Zam Biscuits,2024/07/23,2024/11/25,337,5 Packets,45.50,62.00,63,344,352,367.142857142857,15.7842597907807
33,120,Zim Zam Biscuits,2024/07/23,2024/11/25,331,5 Packets,45.50,62.00,63,337,344,359.857142857143,16.3138854091494
34,120,Zim Zam Biscuits,2024/07/23,2024/11/25,324,5 Packets,45.50,62.00,63,331,337,352.714285714286,16.4591847278279
35,120,Zim Zam Biscuits,2024/07/23,2024/11/25,318,5 Packets,45.50,62.00,63,324,331,345.428571428571,16.2363495780008
36,120,Zim Zam Biscuits,2024/07/23,2024/11/25,310,5 Packets,45.50,62.00,63,318,324,338.142857142857,15.3126154028693
37,120,Zim Zam Biscuits,2024/07/23,2024/11/25,302,5 Packets,45.50,62.00,63,310,318,330.857142857143,14.7470739632034
38,120,Zim Zam Biscuits,2024/07/23,2024/11/25,294,5 Packets,45.50,62.00,63,302,310,323.714285714286,14.9076522376293
39,120,Zim Zam Biscuits,2024/07/23,2024/11/25,280,5 Packets,45.50,62.00,63,294,302,316.571428571429,15.5333742079985
40,120,Zim Zam Biscuits,2024/07/23,2024/11/25,271,5 Packets,45.50,62.00,63,280,294,308.428571428571,17.8125156641535
41,120,Zim Zam Biscuits,2024/07/23,2024/11/25,265,5 Packets,45.50,62.00,63,271,280,299.857142857143,19.4972525537025
42,120,Zim Zam Biscuits,2024/07/23,2024/11/25,251,5 Packets,45.50,62.00,63,265,271,291.428571428571,20.0653693616402
43,120,Zim Zam Biscuits,2024/07/23,2024/11/25,243,5 Packets,45.50,62.00,63,251,265,281.857142857143,21.2244243850379
44,120,Zim Zam Biscuits,2024/07/23,2024/11/25,237,5 Packets,45.50,62.00,63,243,251,272.285714285714,21.5229666923056
45,120,Zim Zam Biscuits,2024/07/23,2024/11/25,224,5 Packets,45.50,62.00,63,237,243,263,20.5669638012031
46,120,Zim Zam Biscuits,2024/07/23,2024/11/25,217,5 Packets,45.50,62.00,63,224,237,253,19.9916649298318
47,120,Zim Zam Biscuits,2024/07/23,2024/11/25,204,5 Packets,45.50,62.00,63,217,224,244,19.9916649298318
48,120,Zim Zam Biscuits,2024/07/23,2024/11/25,195,5 Packets,45.50,62.00,63,204,217,234.428571428571,20.9273118424795
49,120,Zim Zam Biscuits,2024/07/23,2024/11/25,188,5 Packets,45.50,62.00,63,195,204,224.428571428571,20.606286604312
50,120,Zim Zam Biscuits,2024/07/23,2024/11/25,178,5 Packets,45.50,62.00,63,188,195,215.428571428571,20.8235214989936
51,120,Zim Zam Biscuits,2024/07/23,2024/11/25,169,5 Packets,45.50,62.00,63,178,188,206.142857142857,20.9716361738784
52,120,Zim Zam Biscuits,2024/07/23,2024/11/25,161,5 Packets,45.50,62.00,63,169,178,196.428571428571,20.0237953683207
53,120,Zim Zam Biscuits,2024/07/23,2024/11/25,152,5 Packets,45.50,62.00,63,161,169,187.428571428571,19.721875695592
54,120,Zim Zam Biscuits,2024/07/23,2024/11/25,144,5 Packets,45.50,62.00,63,152,161,178.142857142857,18.7565861448592
55,120,Zim Zam Biscuits,2024/07/23,2024/11/25,137,5 Packets,45.50,62.00,63,144,152,169.571428571429,18.6802671542026
56,120,Zim Zam Biscuits,2024/07/23,2024/11/25,122,5 Packets,45.50,62.00,63,137,144,161.285714285714,18.3821859936397
57,120,Zim Zam Biscuits,2024/07/23,2024/11/25,111,5 Packets,45.50,62.00,63,122,137,151.857142857143,19.2996422369999
58,120,Zim Zam Biscuits,2024/07/23,2024/11/25,102,5 Packets,45.50,62.00,63,111,122,142.285714285714,20.7341448317687
59,120,Zim Zam Biscuits,2024/07/23,2024/11/25,90,5 Packets,45.50,62.00,63,102,111,132.714285714286,21.7846603960546
60,120,Zim Zam Biscuits,2024/07/23,2024/11/25,80,5 Packets,45.50,62.00,63,90,102,NA,NA
1,121,Amul Butter,2024/07/23,2024/12/25,800,500 gms,227.95,62.00,93,NA,NA,NA,NA
2,121,Amul Butter,2024/07/23,2024/12/25,784,500 gms,227.95,62.00,93,800,NA,NA,NA
3,121,Amul Butter,2024/07/23,2024/12/25,769,500 gms,227.95,62.00,93,784,800,NA,NA
4,121,Amul Butter,2024/07/23,2024/12/25,751,500 gms,227.95,62.00,93,769,784,NA,NA
5,121,Amul Butter,2024/07/23,2024/12/25,738,500 gms,227.95,62.00,93,751,769,NA,NA
6,121,Amul Butter,2024/07/23,2024/12/25,721,500 gms,227.95,62.00,93,738,751,NA,NA
7,121,Amul Butter,2024/07/23,2024/12/25,705,500 gms,227.95,62.00,93,721,738,663.285714285714,258.60762703738
8,121,Amul Butter,2024/07/23,2024/12/25,691,500 gms,227.95,62.00,93,705,721,752.571428571429,34.1118608055768
9,121,Amul Butter,2024/07/23,2024/12/25,680,500 gms,227.95,62.00,93,691,705,737,33.7293146486356
10,121,Amul Butter,2024/07/23,2024/12/25,666,500 gms,227.95,62.00,93,680,691,722.142857142857,32.4572979540225
11,121,Amul Butter,2024/07/23,2024/12/25,654,500 gms,227.95,62.00,93,666,680,707.428571428571,30.9884771211125
12,121,Amul Butter,2024/07/23,2024/12/25,644,500 gms,227.95,62.00,93,654,666,693.571428571429,29.9268950547672
13,121,Amul Butter,2024/07/23,2024/12/25,632,500 gms,227.95,62.00,93,644,654,680.142857142857,27.6732636999961
14,121,Amul Butter,2024/07/23,2024/12/25,620,500 gms,227.95,62.00,93,632,644,667.428571428571,26.1779623784151
15,121,Amul Butter,2024/07/23,2024/12/25,611,500 gms,227.95,62.00,93,620,632,655.285714285714,25.5520011330769
16,121,Amul Butter,2024/07/23,2024/12/25,603,500 gms,227.95,62.00,93,611,620,643.857142857143,24.7953528672113
17,121,Amul Butter,2024/07/23,2024/12/25,591,500 gms,227.95,62.00,93,603,611,632.857142857143,23.1115308264697
18,121,Amul Butter,2024/07/23,2024/12/25,582,500 gms,227.95,62.00,93,591,603,622.142857142857,22.5641941390083
19,121,Amul Butter,2024/07/23,2024/12/25,577,500 gms,227.95,62.00,93,582,591,611.857142857143,22.0259587110949
20,121,Amul Butter,2024/07/23,2024/12/25,561,500 gms,227.95,62.00,93,577,582,602.285714285714,20.2131498923703
21,121,Amul Butter,2024/07/23,2024/12/25,553,500 gms,227.95,62.00,93,561,577,592.142857142857,20.627074210275
22,121,Amul Butter,2024/07/23,2024/12/25,541,500 gms,227.95,62.00,93,553,561,582.571428571429,21.0859917390444
23,121,Amul Butter,2024/07/23,2024/12/25,532,500 gms,227.95,62.00,93,541,553,572.571428571429,21.9382249574963
24,121,Amul Butter,2024/07/23,2024/12/25,525,500 gms,227.95,62.00,93,532,541,562.428571428571,21.9382249574963
25,121,Amul Butter,2024/07/23,2024/12/25,517,500 gms,227.95,62.00,93,525,532,553,21.7944947177034
26,121,Amul Butter,2024/07/23,2024/12/25,510,500 gms,227.95,62.00,93,517,525,543.714285714286,21.218814652051
27,121,Amul Butter,2024/07/23,2024/12/25,499,500 gms,227.95,62.00,93,510,517,534.142857142857,18.6585866866399
28,121,Amul Butter,2024/07/23,2024/12/25,485,500 gms,227.95,62.00,93,499,510,525.285714285714,18.4996782468803
29,121,Amul Butter,2024/07/23,2024/12/25,473,500 gms,227.95,62.00,93,485,499,515.571428571429,19.3550780835172
30,121,Amul Butter,2024/07/23,2024/12/25,465,500 gms,227.95,62.00,93,473,485,505.857142857143,21.4198394907507
31,121,Amul Butter,2024/07/23,2024/12/25,447,500 gms,227.95,62.00,93,465,473,496.285714285714,22.7208735579884
32,121,Amul Butter,2024/07/23,2024/12/25,432,500 gms,227.95,62.00,93,447,465,485.142857142857,25.2746814779044
33,121,Amul Butter,2024/07/23,2024/12/25,421,500 gms,227.95,62.00,93,432,447,473,27.7188263339798
34,121,Amul Butter,2024/07/23,2024/12/25,410,500 gms,227.95,62.00,93,421,432,460.285714285714,28.323807922631
35,121,Amul Butter,2024/07/23,2024/12/25,400,500 gms,227.95,62.00,93,410,421,447.571428571429,28.0229497784533
36,121,Amul Butter,2024/07/23,2024/12/25,385,500 gms,227.95,62.00,93,400,410,435.428571428571,27.5127675989236
37,121,Amul Butter,2024/07/23,2024/12/25,371,500 gms,227.95,62.00,93,385,400,422.857142857143,27.5888176104533
38,121,Amul Butter,2024/07/23,2024/12/25,355,500 gms,227.95,62.00,93,371,385,409.428571428571,26.5132491587203
39,121,Amul Butter,2024/07/23,2024/12/25,342,500 gms,227.95,62.00,93,355,371,396.285714285714,27.5663701256579
40,121,Amul Butter,2024/07/23,2024/12/25,331,500 gms,227.95,62.00,93,342,355,383.428571428571,29.0795297007886
41,121,Amul Butter,2024/07/23,2024/12/25,320,500 gms,227.95,62.00,93,331,342,370.571428571429,29.5908608799921
42,121,Amul Butter,2024/07/23,2024/12/25,305,500 gms,227.95,62.00,93,320,331,357.714285714286,29.1531261086142
43,121,Amul Butter,2024/07/23,2024/12/25,299,500 gms,227.95,62.00,93,305,320,344.142857142857,28.2867965160931
44,121,Amul Butter,2024/07/23,2024/12/25,294,500 gms,227.95,62.00,93,299,305,331.857142857143,26.181600227568
45,121,Amul Butter,2024/07/23,2024/12/25,279,500 gms,227.95,62.00,93,294,299,320.857142857143,22.9741055061894
46,121,Amul Butter,2024/07/23,2024/12/25,261,500 gms,227.95,62.00,93,279,294,310,22.0907220343745
47,121,Amul Butter,2024/07/23,2024/12/25,244,500 gms,227.95,62.00,93,261,279,298.428571428571,23.6914692302042
48,121,Amul Butter,2024/07/23,2024/12/25,232,500 gms,227.95,62.00,93,244,261,286,26.4196896272458
49,121,Amul Butter,2024/07/23,2024/12/25,221,500 gms,227.95,62.00,93,232,244,273.428571428571,28.4069072753861
50,121,Amul Butter,2024/07/23,2024/12/25,207,500 gms,227.95,62.00,93,221,232,261.428571428571,30.511512269181
51,121,Amul Butter,2024/07/23,2024/12/25,193,500 gms,227.95,62.00,93,207,221,248.285714285714,31.4309522907716
52,121,Amul Butter,2024/07/23,2024/12/25,182,500 gms,227.95,62.00,93,193,207,233.857142857143,30.1022068483833
53,121,Amul Butter,2024/07/23,2024/12/25,170,500 gms,227.95,62.00,93,182,193,220,28.1187956119509
54,121,Amul Butter,2024/07/23,2024/12/25,158,500 gms,227.95,62.00,93,170,182,207,27.0185121722126
55,121,Amul Butter,2024/07/23,2024/12/25,144,500 gms,227.95,62.00,93,158,170,194.714285714286,26.9426198040347
56,121,Amul Butter,2024/07/23,2024/12/25,130,500 gms,227.95,62.00,93,144,158,182.142857142857,27.1749184079031
57,121,Amul Butter,2024/07/23,2024/12/25,114,500 gms,227.95,62.00,93,130,144,169.142857142857,27.2545321700726
58,121,Amul Butter,2024/07/23,2024/12/25,102,500 gms,227.95,62.00,93,114,130,155.857142857143,28.3691650178415
59,121,Amul Butter,2024/07/23,2024/12/25,87,500 gms,227.95,62.00,93,102,114,142.857142857143,29.345235680479
60,121,Amul Butter,2024/07/23,2024/12/25,74,500 gms,227.95,62.00,93,87,102,NA,NA
1,122,Kissam Jam,2024/07/23,2025/03/25,1000,500 gms,245.80,62.00,183,NA,NA,NA,NA
2,122,Kissam Jam,2024/07/23,2025/03/25,980,500 gms,245.80,62.00,183,1000,NA,NA,NA
3,122,Kissam Jam,2024/07/23,2025/03/25,960,500 gms,245.80,62.00,183,980,1000,NA,NA
4,122,Kissam Jam,2024/07/23,2025/03/25,947,500 gms,245.80,62.00,183,960,980,NA,NA
5,122,Kissam Jam,2024/07/23,2025/03/25,933,500 gms,245.80,62.00,183,947,960,NA,NA
6,122,Kissam Jam,2024/07/23,2025/03/25,921,500 gms,245.80,62.00,183,933,947,NA,NA
7,122,Kissam Jam,2024/07/23,2025/03/25,913,500 gms,245.80,62.00,183,921,933,830.714285714286,334.766443104101
8,122,Kissam Jam,2024/07/23,2025/03/25,901,500 gms,245.80,62.00,183,913,921,950.571428571429,31.6378314830897
9,122,Kissam Jam,2024/07/23,2025/03/25,888,500 gms,245.80,62.00,183,901,913,936.428571428571,27.7480158020782
10,122,Kissam Jam,2024/07/23,2025/03/25,874,500 gms,245.80,62.00,183,888,901,923.285714285714,25.3555666847492
11,122,Kissam Jam,2024/07/23,2025/03/25,866,500 gms,245.80,62.00,183,874,888,911,25.4361946839538
12,122,Kissam Jam,2024/07/23,2025/03/25,850,500 gms,245.80,62.00,183,866,874,899.428571428571,24.7444077376225
13,122,Kissam Jam,2024/07/23,2025/03/25,835,500 gms,245.80,62.00,183,850,866,887.571428571429,25.8383251705494
14,122,Kissam Jam,2024/07/23,2025/03/25,821,500 gms,245.80,62.00,183,835,850,875.285714285714,27.6749844065857
15,122,Kissam Jam,2024/07/23,2025/03/25,811,500 gms,245.80,62.00,183,821,835,862.142857142857,28.6090228857294
16,122,Kissam Jam,2024/07/23,2025/03/25,804,500 gms,245.80,62.00,183,811,821,849.285714285714,28.4588257295476
17,122,Kissam Jam,2024/07/23,2025/03/25,795,500 gms,245.80,62.00,183,804,811,837.285714285714,27.0906766601494
18,122,Kissam Jam,2024/07/23,2025/03/25,781,500 gms,245.80,62.00,183,795,804,826,25.6645020732269
19,122,Kissam Jam,2024/07/23,2025/03/25,768,500 gms,245.80,62.00,183,781,795,813.857142857143,23.6109337061496
20,122,Kissam Jam,2024/07/23,2025/03/25,752,500 gms,245.80,62.00,183,768,781,802.142857142857,23.0248313162737
21,122,Kissam Jam,2024/07/23,2025/03/25,738,500 gms,245.80,62.00,183,752,768,790.285714285714,24.6015872503807
22,122,Kissam Jam,2024/07/23,2025/03/25,721,500 gms,245.80,62.00,183,738,752,778.428571428571,27.1959380720549
23,122,Kissam Jam,2024/07/23,2025/03/25,714,500 gms,245.80,62.00,183,721,738,765.571428571429,30.325221311955
24,122,Kissam Jam,2024/07/23,2025/03/25,702,500 gms,245.80,62.00,183,714,721,752.714285714286,30.3958017151179
25,122,Kissam Jam,2024/07/23,2025/03/25,690,500 gms,245.80,62.00,183,702,714,739.428571428571,29.1310667092547
26,122,Kissam Jam,2024/07/23,2025/03/25,676,500 gms,245.80,62.00,183,690,702,726.428571428571,27.7600260738179
27,122,Kissam Jam,2024/07/23,2025/03/25,650,500 gms,245.80,62.00,183,676,690,713.285714285714,26.5500425970423
28,122,Kissam Jam,2024/07/23,2025/03/25,632,500 gms,245.80,62.00,183,650,676,698.714285714286,29.5787890540631
29,122,Kissam Jam,2024/07/23,2025/03/25,621,500 gms,245.80,62.00,183,632,650,683.571428571429,33.0447027668941
30,122,Kissam Jam,2024/07/23,2025/03/25,609,500 gms,245.80,62.00,183,621,632,669.285714285714,35.677790877586
31,122,Kissam Jam,2024/07/23,2025/03/25,598,500 gms,245.80,62.00,183,609,621,654.285714285714,35.8176599166495
32,122,Kissam Jam,2024/07/23,2025/03/25,579,500 gms,245.80,62.00,183,598,609,639.428571428571,34.2629885000182
33,122,Kissam Jam,2024/07/23,2025/03/25,562,500 gms,245.80,62.00,183,579,598,623.571428571429,32.6029504945853
34,122,Kissam Jam,2024/07/23,2025/03/25,551,500 gms,245.80,62.00,183,562,579,607.285714285714,30.4505844810587
35,122,Kissam Jam,2024/07/23,2025/03/25,540,500 gms,245.80,62.00,183,551,562,593.142857142857,30.2953713264836
36,122,Kissam Jam,2024/07/23,2025/03/25,532,500 gms,245.80,62.00,183,540,551,580,30.5832197999709
37,122,Kissam Jam,2024/07/23,2025/03/25,523,500 gms,245.80,62.00,183,532,540,567.285714285714,29.1645577468857
38,122,Kissam Jam,2024/07/23,2025/03/25,511,500 gms,245.80,62.00,183,523,532,555,26.6708330078634
39,122,Kissam Jam,2024/07/23,2025/03/25,502,500 gms,245.80,62.00,183,511,523,542.571428571429,23.3584898402925
40,122,Kissam Jam,2024/07/23,2025/03/25,489,500 gms,245.80,62.00,183,502,511,531.571428571429,21.392032339613
41,122,Kissam Jam,2024/07/23,2025/03/25,474,500 gms,245.80,62.00,183,489,502,521.142857142857,21.8740986208847
42,122,Kissam Jam,2024/07/23,2025/03/25,462,500 gms,245.80,62.00,183,474,489,510.142857142857,23.6462017487557
43,122,Kissam Jam,2024/07/23,2025/03/25,450,500 gms,245.80,62.00,183,462,474,499,25.5342906696074
44,122,Kissam Jam,2024/07/23,2025/03/25,441,500 gms,245.80,62.00,183,450,462,487.285714285714,26.6565456984102
45,122,Kissam Jam,2024/07/23,2025/03/25,431,500 gms,245.80,62.00,183,441,450,475.571428571429,26.361949490741
46,122,Kissam Jam,2024/07/23,2025/03/25,422,500 gms,245.80,62.00,183,431,441,464.142857142857,25.7774356846485
47,122,Kissam Jam,2024/07/23,2025/03/25,410,500 gms,245.80,62.00,183,422,431,452.714285714286,23.8587110975865
48,122,Kissam Jam,2024/07/23,2025/03/25,398,500 gms,245.80,62.00,183,410,422,441.428571428571,22.47856121476
49,122,Kissam Jam,2024/07/23,2025/03/25,381,500 gms,245.80,62.00,183,398,410,430.571428571429,22.47856121476
50,122,Kissam Jam,2024/07/23,2025/03/25,365,500 gms,245.80,62.00,183,381,398,419,24.3721152139079
51,122,Kissam Jam,2024/07/23,2025/03/25,351,500 gms,245.80,62.00,183,365,381,406.857142857143,27.3461061910014
52,122,Kissam Jam,2024/07/23,2025/03/25,341,500 gms,245.80,62.00,183,351,365,394,29.6760284854066
53,122,Kissam Jam,2024/07/23,2025/03/25,327,500 gms,245.80,62.00,183,341,351,381.142857142857,30.4599659193756
54,122,Kissam Jam,2024/07/23,2025/03/25,314,500 gms,245.80,62.00,183,327,341,367.571428571429,30.3856168982253
55,122,Kissam Jam,2024/07/23,2025/03/25,301,500 gms,245.80,62.00,183,314,327,353.857142857143,29.7008898375597
56,122,Kissam Jam,2024/07/23,2025/03/25,287,500 gms,245.80,62.00,183,301,314,340,28.2665880502051
57,122,Kissam Jam,2024/07/23,2025/03/25,271,500 gms,245.80,62.00,183,287,301,326.571428571429,27.8678855964899
58,122,Kissam Jam,2024/07/23,2025/03/25,254,500 gms,245.80,62.00,183,271,287,313.142857142857,28.8930705154285
59,122,Kissam Jam,2024/07/23,2025/03/25,241,500 gms,245.80,62.00,183,254,271,299.285714285714,30.9015333261112
60,122,Kissam Jam,2024/07/23,2025/03/25,526,500 gms,245.80,62.00,183,241,254,NA,NA
1,123,Lentil Fluorescent Bulbs,2024/07/23,NA,450,1 Piece,100.00,62.00,NA,NA,NA,NA,NA
2,123,Lentil Fluorescent Bulbs,2024/07/23,NA,448,1 Piece,100.00,62.00,NA,450,NA,NA,NA
3,123,Lentil Fluorescent Bulbs,2024/07/23,NA,447,1 Piece,100.00,62.00,NA,448,450,NA,NA
4,123,Lentil Fluorescent Bulbs,2024/07/23,NA,446,1 Piece,100.00,62.00,NA,447,448,NA,NA
5,123,Lentil Fluorescent Bulbs,2024/07/23,NA,444,1 Piece,100.00,62.00,NA,446,447,NA,NA
6,123,Lentil Fluorescent Bulbs,2024/07/23,NA,442,1 Piece,100.00,62.00,NA,444,446,NA,NA
7,123,Lentil Fluorescent Bulbs,2024/07/23,NA,440,1 Piece,100.00,62.00,NA,442,444,457.571428571429,30.2867250505187
8,123,Lentil Fluorescent Bulbs,2024/07/23,NA,440,1 Piece,100.00,62.00,NA,440,442,445.285714285714,3.49829890633937
